Model prediction: [ (-0.8, 0.693059)
(-0.775, 0.680283)
(-0.75, 0.663966)
(-0.725, 0.642756)
(-0.7, 0.614748)
(-0.675, 0.577498)
(-0.65, 0.528658)
(-0.625, 0.467952)
(-0.6, 0.399939)
(-0.575, 0.333829)
(-0.55, 0.278117)
(-0.525, 0.235934)
(-0.5, 0.20587)
(-0.475, 0.184979)
(-0.45, 0.170583)
(-0.425, 0.160724)
(-0.4, 0.154089)
(-0.375, 0.149822)
(-0.35, 0.147376)
(-0.325, 0.146406)
(-0.3, 0.146706)
(-0.275, 0.148168)
(-0.25, 0.150762)
(-0.225, 0.154517)
(-0.2, 0.159519)
(-0.175, 0.165906)
(-0.15, 0.17387)
(-0.125, 0.183653)
(-0.1, 0.195542)
(-0.0750002, 0.20986)
(-0.0500002, 0.226935)
(-0.0250002, 0.247064)
(-2.12342e-07, 0.27044)
(0.0249998, 0.297087)
(0.0499998, 0.326771)
(0.0749998, 0.358967)
(0.0999998, 0.39286)
(0.125, 0.42744)
(0.15, 0.461637)
(0.175, 0.494478)
(0.2, 0.525208)
(0.225, 0.553345)
(0.25, 0.578672)
(0.275, 0.601188)
(0.3, 0.621037)
 ]
Actuall function: [ (-0.8, 0.73)
(-0.775, 0.67625)
(-0.75, 0.625)
(-0.725, 0.57625)
(-0.7, 0.53)
(-0.675, 0.48625)
(-0.65, 0.445)
(-0.625, 0.40625)
(-0.6, 0.37)
(-0.575, 0.33625)
(-0.55, 0.305)
(-0.525, 0.27625)
(-0.5, 0.25)
(-0.475, 0.22625)
(-0.45, 0.205)
(-0.425, 0.18625)
(-0.4, 0.17)
(-0.375, 0.15625)
(-0.35, 0.145)
(-0.325, 0.13625)
(-0.3, 0.13)
(-0.275, 0.12625)
(-0.25, 0.125)
(-0.225, 0.12625)
(-0.2, 0.13)
(-0.175, 0.13625)
(-0.15, 0.145)
(-0.125, 0.15625)
(-0.1, 0.17)
(-0.0750002, 0.18625)
(-0.0500002, 0.205)
(-0.0250002, 0.22625)
(-2.12342e-07, 0.25)
(0.0249998, 0.27625)
(0.0499998, 0.305)
(0.0749998, 0.33625)
(0.0999998, 0.37)
(0.125, 0.40625)
(0.15, 0.445)
(0.175, 0.48625)
(0.2, 0.53)
(0.225, 0.57625)
(0.25, 0.625)
(0.275, 0.67625)
(0.3, 0.73)
 ]
